"","Control_1","Control_2","Control_3","ZIKV_1","ZIKV_2","ZIKV_3"
"100189115",0,2,0,1,2,0
"100189240",2,0,0,0,1,2
"100189238",3,2,3,3,6,1
"100189415",7,1,2,5,3,3
"105369317",3,13,5,35,29,12
"100009605",0,0,0,0,0,1
"5007",3338,2169,1604,2517,2921,1683
"100422880",0,0,0,0,1,0
"101927226",23,5,8,48,39,24
"219988",2071,1488,1015,2304,2681,1547
"105369318",2,2,0,14,12,9
"81343",0,0,0,1,3,0
"6809",826,578,381,590,599,378
"54948",1977,1518,969,1431,1529,768
"2694",0,1,0,2,2,3
"6947",105,57,37,62,72,26
"255649",0,0,0,6,7,2
"219990",0,0,0,1,0,0
"2206",0,0,0,0,4,1
"643680",1,3,0,1,1,0
"58475",0,0,0,0,1,0
"931",0,0,0,1,0,0
"105369322",1,1,0,1,4,1
"79080",3392,2591,1982,2530,2866,1478
"11251",89,75,61,48,85,44
"22917",10,5,3,4,8,3
"27339",6559,4843,3495,4396,4923,2903
"107984333",3,4,6,14,8,3
"105369323",10,8,7,8,10,4
"79073",4936,3596,2496,3755,4778,2762
"54972",5270,3644,2642,4575,5258,2900
"51296",49,37,26,306,357,192
"923",7,8,1,4,6,6
"105369326",0,1,1,3,1,0
"105369325",1,0,0,0,0,1
"55048",753,562,396,701,800,398
"643834",0,0,0,5,16,4
"643847",0,0,0,12,19,7
"5222",1,0,0,22,30,12
"220001",18,11,8,42,45,23
"1642",13131,8671,6470,7574,8543,4823
"26007",4204,3112,2198,2803,3186,1641
"220002",2903,1904,1341,1576,1849,991
"51524",1551,1112,779,794,1150,622
"51259",432,296,202,350,407,214
"79869",3746,2456,1879,3110,3549,2035
"54949",2160,1648,1160,1378,1640,937
"220004",46,33,23,88,111,58
"105369329",0,0,0,7,5,4
"390205",0,0,1,3,4,1
"9066",86,64,41,41,34,24
"113157",5,5,1,10,12,4
"747",580,415,314,293,303,191
"745",5944,3784,2546,2478,2836,1615
"26070",16,21,4,13,14,8
"746",1810,1405,1028,1069,1589,881
"693196",822,649,480,484,684,360
"2237",4954,3718,2660,2980,3265,1809
"3992",17076,11218,7664,9137,11153,5939
"100302263",6,5,4,6,5,2
"9415",21643,14409,10047,13805,15136,8547
"3995",2025,1451,1060,1568,1826,1081
"102465446",4,4,1,3,4,2
"5866",349,253,164,131,197,116
"7439",71455,62183,43548,49701,56432,31416
"107984334",19,13,13,33,28,13
"2495",110255,97556,66428,73278,87353,49661
"399900",37,38,24,32,40,22
"100507521",1,0,0,1,0,0
"3619",4407,2974,2152,2019,2208,1305
"4246",1,0,0,0,2,0
"80150",1333,1110,740,789,901,486
"102723765",3,2,3,8,7,4
"7356",1,2,0,0,1,2
"79026",18936,10961,8037,9896,9953,6519
"1937",46738,36571,26220,28866,33408,18545
"102465447",4,3,3,4,6,4
"64852",1355,997,714,1068,1313,718
"9219",5217,3692,2568,3355,4041,2236
"256364",1896,1304,878,1136,1216,697
"6094",68,55,52,55,51,33
"26229",2884,2101,1419,1991,2172,1145
"23193",21937,13894,10024,12643,13528,7967
"80789",1664,1122,754,1197,1285,689
"79081",2200,1877,1250,1562,1823,999
"102288414",1623,1378,940,1105,1310,739
"751071",208,173,115,207,241,140
"692158",45,40,24,63,88,50
"790955",1669,1384,897,1189,1383,739
"51035",3189,2403,1818,2567,3065,1608
"221091",12,11,13,17,24,5
"100534595",6238,4379,3112,3615,4282,2507
"26580",1581,1141,813,1063,1241,665
"2785",94,57,43,60,72,46
"221092",6734,4759,3426,3658,4508,2688
"283237",966,702,529,772,963,508
"79842",113,74,73,84,109,61
"5436",2964,2238,1730,1941,2287,1222
"10629",895,726,462,498,664,382
"374395",1487,1032,704,1064,1209,628
"102465448",21,15,9,15,18,11
"79064",1042,783,514,751,855,460
"10482",2788,1937,1450,3690,4161,2176
"102465257",2,3,1,5,5,4
"6811",1310,1005,734,1441,1511,816
"105369332",370,284,208,348,440,222
"54663",2273,1709,1250,2037,2566,1519
"23642",3226,2090,1508,6277,7384,3943
"9304",153,99,47,149,145,73
"9298",169,86,82,176,187,94
"9299",40,27,23,36,35,28
"9297",87,47,35,75,80,55
"9300",53,41,22,75,72,32
"9301",40,21,16,32,44,22
"9302",47,27,18,45,42,26
"9303",47,25,21,34,41,29
"6520",48463,34231,23983,33820,36584,19595
"1128",0,0,0,2,1,2
"105369333",0,0,0,0,1,0
"387601",0,0,0,1,1,0
"105369334",0,0,0,0,1,0
"114571",1,0,0,0,0,0
"117245",5,6,5,4,1,7
"85329",2,0,3,1,0,0
"5920",35,26,23,383,397,202
"54979",7,6,5,69,84,35
"11145",1638,1333,892,1416,1514,788
"105369335",0,1,0,1,0,0
"25923",3362,2214,1548,2029,2014,1069
"10313",8918,6299,4290,5330,5546,3065
"65998",645,410,298,553,528,332
"144097",2187,1686,1178,2066,2478,1373
"2011",2433,1886,1292,1819,2454,1267
"283248",77,72,31,52,51,28
"79829",1441,931,625,887,937,509
"1351",5861,4831,3345,4737,4817,2661
"55611",5693,4486,3097,3203,4653,2566
"28992",361,302,190,216,294,134
"23769",144,97,71,94,91,67
"105369339",24,21,18,15,18,7
"10963",24593,17961,12791,12807,16800,9586
"83706",100,61,46,63,70,47
"83707",761,588,433,572,661,390
"84304",1113,842,623,816,994,519
"3338",644,501,325,471,574,321
"7423",1017,785,532,653,756,408
"2286",2213,1694,1175,1556,1879,1002
"114841035",2216,1698,1175,1560,1882,1006
"26472",5868,4410,2755,2666,3486,2073
"105369340",374,346,210,282,315,186
"5331",2766,1890,1338,1720,1844,1169
"572",1134,965,680,789,889,531
"56834",2743,1998,1519,1903,2358,1259
"50801",6,6,3,15,20,10
"106780802",26,25,12,27,39,10
"25858",22,21,10,14,25,4
"2101",2954,2210,1511,1789,1986,1056
"51504",8106,6792,4555,5913,6705,3651
"25824",10387,8457,5899,6601,8409,4265
"102723878",8,8,4,6,14,2
"283234",346,261,162,249,247,148
"102466815",0,0,0,1,0,0
"8986",2948,2380,1645,1872,2103,1244
"100302280",2,1,1,1,1,2
"107984366",0,0,0,0,0,1
"105369341",0,0,0,0,1,0
"100996455",8,3,2,4,8,1
"55867",29,16,19,36,28,11
"116085",3,0,0,1,0,1
"9379",51,38,23,30,34,19
"107984337",1,0,0,1,0,1
"10235",5,6,6,5,10,5
"5837",26,21,11,80,119,67
"7536",9651,6894,4866,6630,7566,4412
"5871",892,649,467,522,626,330
"4221",2972,2048,1538,1787,2024,1135
"55561",403,265,203,249,284,132
"10938",4426,3132,2416,3542,4062,2295
"113218486",151,115,92,145,145,95
"105369343",84,34,41,12,32,22
"406967",7,6,4,1,2,3
"406970",2,2,0,1,1,0
"23130",1272,916,630,957,1048,582
"102466192",4,2,2,4,2,1
"102466727",1,1,1,1,1,1
"5526",703,554,344,758,845,484
"170589",0,0,0,4,2,1
"283129",3,0,2,16,11,4
"116071",64,44,29,2735,3100,1580
"100528018",2315,1980,1348,1415,1879,1054
"402",2526,2151,1448,1617,2054,1089
"102466756",0,0,0,1,1,1
"29907",534,466,312,391,467,283
"29901",1381,1066,683,609,742,444
"10004",10,19,10,52,41,30
"113130",3697,2718,1973,2457,2466,1512
"7542",1416,1048,730,911,1232,661
"100130348",7,9,5,8,8,6
"738",2730,2148,1479,1827,1990,1085
"7108",887,639,459,541,619,344
"741",792,598,406,683,716,405
"2197",7231,5670,4106,5406,5696,3222
"740",2737,2063,1507,1994,2349,1332
"84447",3180,2005,1318,2522,2712,1640
"102465449",7,3,1,10,10,5
"387778",2,8,4,6,3,3
"728975",176,113,84,81,104,70
"823",6975,5099,3660,4664,4960,2807
"440044",48,21,24,25,21,18
"23649",1888,1416,1000,1404,1522,829
"105369344",52,35,26,35,44,23
"10435",1117,910,603,1146,1382,740
"5977",2105,1450,1067,2066,2268,1280
"220359",54,30,30,51,47,17
"283130",195,164,114,146,177,98
"83786",1326,934,673,997,1063,498
"283131",24949,15729,11889,15879,20241,11344
"693197",4,4,3,7,12,8
"101927789",231,194,135,145,240,115
"105369346",2,1,1,12,12,2
"378938",38000,25713,19161,22112,32412,16477
"109136579",32613,21839,16287,18647,27616,14005
"109136578",19,15,11,10,10,9
"57410",2504,1879,1344,2304,2453,1368
"4054",9922,6671,4733,6482,7643,4185
"254100",63,53,31,80,93,67
"10534",941,654,499,695,854,445
"23625",1495,1145,588,597,709,488
"254102",3583,2622,1750,2005,2314,1397
"10089",20,23,11,15,13,8
"4296",3360,2439,1707,2465,2859,1659
"399909",4428,2862,2088,2962,2990,1773
"100616292",8,8,3,8,13,8
"6494",991,789,523,550,712,398
"100616284",6,3,3,3,6,2
"5970",2743,2081,1477,2498,2913,1658
"105369347",269,216,108,137,223,130
"10524",1521,1197,833,1118,1263,724
"84153",1959,1526,1108,1612,1813,1011
"91056",1582,1035,767,1602,1782,1030
"5017",2,0,0,20,18,9
"101927828",0,0,0,2,1,1
"254122",4771,4243,2787,3064,3893,2134
"1072",32151,25881,17912,20731,25672,13964
"80198",1723,1218,872,1294,1511,772
"30008",55,50,29,79,88,51
"1521",5,2,2,15,21,4
"9158",2647,1928,1472,1748,2011,1141
"11007",1956,1517,1074,1512,1891,1041
"8061",553,418,390,1399,1601,782
"83638",802,627,442,759,931,515
"10589",6078,5076,3717,4466,5712,3166
"105369350",3,1,1,1,6,0
"254187",1,1,0,3,2,3
"9092",5205,4000,2910,4321,4716,2520
"84285",1133,850,618,836,978,533
"8815",12737,10724,7599,8045,10043,5372
"1474",0,0,2,1,0,0
"117144",40,25,20,18,14,11
"89792",0,1,0,0,1,1
"10992",10514,7552,5623,7312,8570,4501
"109616986",5,5,9,8,11,5
"55690",2949,2180,1499,2103,2380,1423
"105369354",18,9,5,8,15,3
"64837",2641,1957,1362,1991,2391,1334
"105369352",767,548,401,578,677,377
"105369351",38,32,29,60,48,17
"81876",6242,4912,3479,3964,4445,2611
"107984340",1431,1101,783,745,957,596
"254263",37,25,23,52,26,21
"10897",3843,2970,2001,2463,2777,1517
"256472",255,196,151,148,176,96
"57124",5,3,2,13,3,0
"9610",454,338,225,312,337,174
"25855",2628,1958,1499,1723,2092,1197
"11041",2042,1501,954,886,1086,595
"102724064",82,68,40,44,62,29
"100189285",2,2,2,0,4,4
"3177",763,553,378,386,492,258
"266743",2,2,0,12,17,14
"65003",1964,1540,1124,1316,1503,837
"246330",276,199,122,228,236,112
"101928069",139,98,69,116,120,58
"10072",4249,3006,2077,2776,2936,1592
"582",509,400,253,569,593,327
"254359",1495,954,760,939,1152,590
"89",3,0,1,4,16,6
"8722",1937,1382,969,1118,1180,657
"55231",61,38,28,30,31,27
"9973",1354,1018,708,1084,1286,670
"100526737",2634,1893,1389,1840,2237,1223
"10432",3838,2927,1979,2432,2829,1603
"5936",3648,2508,2010,2682,3205,1762
"83759",849,596,434,648,719,383
"6712",1256,734,574,710,698,408
"79703",763,569,386,456,512,274
"9986",1399,1058,689,876,1002,515
"5091",2185,1436,1060,1073,1332,708
"78999",2682,2025,1320,1196,1430,838
"100423029",0,1,1,0,0,1
"254439",596,504,320,177,233,121
"91683",333,265,177,135,168,93
"29984",542,445,321,366,418,225
"107984341",2,1,0,0,2,4
"22992",3472,2380,1641,3734,3971,2294
"156",2594,1959,1388,1942,2232,1231
"338692",1377,970,665,919,1153,563
"54961",1661,1221,831,818,1029,553
"100130987",185,133,85,112,138,81
"57804",3921,2965,2085,3043,3658,1778
"23529",1733,1264,936,1604,2068,1003
"5883",1664,1349,942,1432,1666,901
"5499",9593,7680,5380,6169,7275,3967
"374403",32,16,12,37,38,18
"57571",40,19,10,37,30,26
"6199",1512,1199,919,1227,1520,907
"57175",3975,3031,2110,2792,3271,1769
"5790",18,16,15,19,23,10
"57010",3,5,1,12,6,4
"80194",762,589,423,555,731,378
"9049",2760,2227,1654,1951,2339,1228
"102465450",8,6,5,5,7,3
"9600",4671,3233,2439,2748,3363,1860
"10263",2979,2271,1619,2331,3254,1713
"51475",0,1,0,2,0,1
"2950",23386,18817,13030,17019,19535,10740
"100505621",3,3,3,1,6,4
"4723",5834,4440,3028,4038,4303,2364
"390213",4,2,6,1,2,1
"254552",196,126,96,88,86,63
"347853",1,2,6,21,32,15
"91703",128,101,82,175,206,112
"222",7,1,2,7,6,1
"105369358",5,7,3,1,3,0
"645332",455,365,241,225,325,165
"105369360",3,0,1,0,0,0
"112268076",5,9,5,1,1,4
"81622",3745,2674,1858,4612,4934,2592
"221",9847,7283,5286,6226,7146,3689
"4728",3931,3220,2265,2483,3057,1658
"102465669",48,28,25,27,28,19
"100616403",33,23,21,20,29,17
"10312",6980,4908,3334,5580,6688,3421
"102465451",17,8,6,14,17,6
"1119",1268,833,602,769,905,538
"105369362",10,4,1,19,28,9
"51111",1505,990,635,1100,1137,665
"53838",2438,1680,1182,1454,1698,913
"105369363",13,11,4,14,18,3
"4041",8575,5460,3949,4893,5344,3030
"55291",4138,2713,2006,2679,2911,1547
"107984343",25,13,16,6,19,7
"51083",90,66,71,37,68,33
"9633",220,155,100,112,123,76
"1374",3154,2012,1469,1628,1745,1019
"105369364",3,0,3,142,150,71
"219927",1794,1358,1042,1203,1522,817
"3508",902,665,496,825,834,489
"116512",0,0,0,1,0,0
"116535",5,0,4,5,5,3
"101928200",0,0,0,0,1,0
"219931",818,556,376,513,581,333
"100422846",2,0,2,1,1,0
"107984345",5,6,8,8,22,10
"105369367",3,5,3,2,3,4
"26579",1384,982,757,1518,1763,1054
"105369370",509,363,259,635,643,347
"105379407",378,304,225,163,162,108
"101928292",14,12,9,10,13,8
"595",13912,9901,7062,10618,11621,6397
"220064",952,650,505,954,1234,665
"9965",7,4,4,17,18,10
"2249",0,0,1,1,3,4
"2248",0,0,0,1,1,1
"55107",16,9,6,3,19,8
"8772",2538,1860,1409,2034,2282,1219
"8500",2207,1459,1065,1835,1877,1056
"100313770",1,0,0,0,0,0
"107984346",1,1,0,4,4,1
"105369373",43,36,23,39,38,31
"2017",12770,9064,6597,8855,9908,5510
"22941",1354,872,571,853,864,468
"100874198",4,3,2,1,4,2
"220070",2,2,2,0,0,0
"399923",0,1,0,0,0,2
"1717",5945,3981,2825,3196,4215,2418
"55191",2450,1775,1352,1727,2028,1093
"102466728",2,1,1,1,0,0
"440050",1,1,1,1,0,1
"57830",3,2,0,3,3,1
"3846",2,4,0,5,7,2
"387273",2,0,1,2,6,0
"55199",374,277,218,216,265,159
"285407",112,62,49,72,76,39
"100131539",8,3,5,8,5,3
"245911",1,0,0,0,1,1
"100133315",62,54,28,41,62,30
"100129216",5,2,3,5,3,2
"55298",1754,1139,931,1112,1365,738
"10068",257,148,85,311,291,163
"4926",7341,4680,3471,4413,4680,2649
"100128494",1554,951,737,924,966,544
"100422953",1,0,0,0,1,0
"220074",1285,999,774,771,1075,563
"55004",1744,1399,950,1233,1294,729
"25906",866,667,487,515,630,342
"2352",0,0,1,3,1,1
"2348",12,12,6,6,19,4
"2350",2,0,0,0,2,3
"3636",5254,3559,2525,3626,4367,2397
"401",6,3,5,3,3,4
"81570",1964,1294,1041,1057,1211,638
"112268077",3,1,0,1,4,0
"101928555",1,0,0,0,1,0
"5138",38,36,15,48,45,23
"105369378",1,0,0,1,1,3
"105369379",2,0,1,2,3,1
"116985",3351,2220,1631,2295,2616,1430
"100506020",150,118,85,115,131,66
"10809",462,331,266,304,413,263
"100616410",0,0,0,0,1,0
"107984421",42,33,19,201,208,104
"89849",483,344,260,364,403,239
"9873",611,453,320,461,472,284
"105369381",0,0,0,6,2,1
"5029",555,349,258,244,265,148
"105369382",6,1,0,1,1,1
"5031",368,260,184,260,262,133
"9828",1197,760,583,743,812,513
"100287837",45,31,19,36,37,31
"84957",528,369,258,644,664,377
"23201",1949,1239,856,1171,1350,736
"58473",57,30,24,26,39,18
"5870",3831,2737,1907,2882,3165,1777
"51642",809,648,463,505,645,334
"51287",3507,2795,1954,2364,2608,1348
"80227",1158,871,599,672,821,427
"374407",58,31,35,88,109,50
"7351",2046,1523,1135,1068,1290,769
"7352",133,104,86,82,130,62
"26005",1372,880,652,1122,1109,677
"51400",3154,2233,1585,2160,2459,1452
"105369383",25,22,13,14,31,10
"283208",3181,1931,1557,1791,2002,1023
"101928580",362,234,212,167,244,114
"112268078",0,0,0,1,0,0
"283209",2502,1705,1199,1789,2062,1003
"10008",87,54,49,35,30,18
"387787",121,63,48,77,73,35
"100287896",153,119,72,65,78,45
"105369386",1,1,0,0,0,0
"10714",1353,843,618,723,813,497
"25884",44,36,17,26,33,11
"254225",571,371,273,444,441,284
"143570",535,385,273,447,521,270
"107984352",1,1,0,1,5,4
"9789",6519,4630,3155,3445,4620,2489
"10825",516,342,251,369,434,258
"341152",3,2,4,7,13,15
"107984358",0,0,0,4,4,0
"11309",258,155,117,116,130,72
"105369388",34,22,16,22,17,7
"100507050",4,7,6,2,6,4
"408",1109,738,519,446,499,264
"6188",39658,31264,22524,24087,30604,16902
"6079",17,4,6,13,12,4
"114599",20,16,10,9,19,7
"283212",55,27,23,19,27,6
"81544",782,513,385,396,408,230
"105369389",1,1,0,2,0,0
"871",12702,8577,6145,6870,7931,4329
"105369391",4,2,0,2,0,1
"4135",109,73,46,46,67,36
"80168",0,1,0,1,0,0
"283214",1,0,0,0,0,0
"84649",306,194,142,103,129,81
"100506113",3,3,1,5,9,5
"7405",639,481,333,608,663,360
"7481",21,15,12,20,31,20
"112268079",20,13,11,11,18,6
"107984359",1,2,0,4,5,0
"100189072",0,0,0,0,1,0
"105369395",0,0,0,0,1,0
"5612",2755,1954,1323,1606,1626,968
"100506127",287,188,121,129,163,99
"56946",834,551,352,714,717,397
"101928813",0,2,2,18,6,8
"2615",13,6,9,24,24,16
"390226",17,17,6,11,18,6
"105369397",3,5,7,1,5,2
"25987",16668,11478,7793,12931,15260,8270
"101928837",84,83,49,57,86,36
"55331",1735,1156,853,1108,1258,734
"192134",3,2,0,2,5,2
"726",688,480,297,340,324,223
"4975",2,3,1,5,1,3
"4647",141,102,77,107,159,94
"220032",2,2,0,4,4,2
"5058",1166,785,649,744,827,505
"646029",9,0,2,0,1,2
"282679",249,173,109,114,158,66
"1207",3202,2306,1639,2047,2257,1265
"107984369",0,0,2,8,1,5
"51773",2212,1454,1108,2241,2614,1464
"28971",233,202,145,205,259,131
"92105",998,742,510,668,778,436
"100532726",3274,2769,1790,2286,2415,1348
"65987",36,28,22,43,42,27
"7069",2,1,1,7,5,3
"4718",3573,2991,1948,2429,2599,1443
"105369401",1,2,1,2,3,1
"79053",3515,2403,1559,1817,2039,1164
"100289388",113,63,51,45,70,32
"283219",453,284,212,248,350,163
"57558",374,311,191,255,271,160
"9846",358,254,193,203,241,157
"101928865",13,9,1,5,13,2
"79731",1342,965,649,840,853,480
"105369403",15,8,7,7,21,2
"101928896",1,0,1,0,1,0
"26011",35,14,10,24,30,13
"220382",2,4,1,5,2,1
"105369413",0,3,1,0,0,0
"5547",2938,1924,1286,1683,1819,1002
"220042",831,589,440,526,559,272
"27314",337,217,142,326,404,218
"100506233",325,236,145,225,324,166
"51585",1686,1131,768,1758,2043,1111
"100506282",272,215,116,270,341,157
"106736475",83,54,41,132,170,84
"338699",562,462,257,557,635,305
"60492",1493,1144,783,1111,1356,640
"105369420",3,1,3,0,1,0
"1740",97,65,38,65,84,32
"107984425",2,0,0,2,0,2
"101929043",2,1,1,1,2,0
"55863",1810,1398,935,1066,1402,722
"84233",836,661,452,607,697,362
"58487",3984,2505,1800,3332,3356,1862
"220388",0,1,1,0,1,0
"54843",364,225,180,205,280,145
"220047",1,0,0,1,2,0
"8301",3964,2811,1860,2600,2946,1617
"107984426",5,1,3,1,3,0
"8726",1499,1178,827,1324,1437,836
"102465452",4,5,2,26,16,5
"51501",1074,802,605,783,880,506
"105369421",0,0,0,3,3,1
"60494",28,27,10,38,61,18
"10873",1132,775,573,992,1081,601
"107984427",96,58,41,57,89,62
"102724775",4,5,2,4,11,6
"11098",32522,22235,15755,19998,22420,11746
"8587",5,1,2,2,1,2
"107984429",19,5,4,13,16,7
"8322",571,406,337,1332,1405,758
"100506368",5,3,9,15,10,11
"105369422",1,2,1,12,11,4
"65084",899,709,395,787,847,389
"107984361",0,0,0,3,1,0
"23682",16,9,12,8,9,8
"1075",5527,3486,2481,3622,3800,2036
"101929174",87,37,25,43,47,15
"2915",0,0,0,1,0,0
"100873989",0,0,0,1,0,0
"219595",0,0,0,1,0,0
"57093",0,0,0,1,0,1
"642446",1,0,0,0,0,0
"399939",0,1,0,7,2,1
"729384",0,2,0,6,2,2
"399940",1,0,0,1,0,1
"642569",0,0,0,2,0,0
"642612",0,0,0,0,0,1
"10003",64,51,58,43,28,34
"26973",5019,3598,2442,3485,3886,2114
"105369428",1,0,0,0,0,0
"120114",89,59,30,54,50,23
"4544",0,0,1,0,3,0
"120103",469,276,222,292,330,183
"112268080",0,0,0,0,1,0
"159989",1,4,0,1,3,0
"56935",525,463,279,294,432,222
"85459",954,610,424,749,795,444
"619383",29,20,4,10,18,13
"79101",1796,1242,832,1847,2199,1040
"684959",15,8,8,17,16,11
"692063",70,45,31,47,45,26
"692075",10,10,13,12,10,7
"677792",15,5,6,12,6,5
"654320",72,54,22,56,59,27
"692072",20,18,10,28,19,8
"677805",70,47,43,60,59,25
"100302240",32,30,20,21,31,19
"677822",155,102,75,88,110,57
"28970",905,623,418,516,578,297
"9440",988,673,523,998,1027,583
"387804",1,0,1,5,4,0
"341208",9,2,2,54,56,20
"24145",850,587,344,824,1015,509
"105369435",6,3,10,25,35,17
"390243",0,0,1,0,1,0
"10888",9,10,8,39,44,17
"4361",1566,990,748,888,1083,570
"100302275",2,0,0,1,1,1
"54851",309,203,131,410,448,239
"643037",0,0,0,11,4,2
"2526",210,132,99,289,329,185
"105369438",54,35,21,68,74,40
"143689",26,16,13,79,98,55
"105369436",1,0,0,15,10,4
"154810",1263,825,602,778,867,529
"51503",1045,781,602,828,1115,558
"55693",31,17,13,22,42,14
"10929",1305,845,664,783,823,449
"23052",1256,807,575,972,953,560
"101929295",0,1,2,1,2,1
"143686",564,316,239,279,293,159
"100129203",2,3,0,6,5,1
"105369440",0,0,0,0,0,1
"143684",445,258,170,391,445,242
"9702",1035,781,566,845,965,492
"8898",1616,1155,811,969,1055,613
"84441",133,89,64,165,149,95
"100422991",1,2,1,1,1,1
"79780",829,598,367,651,726,401
"8690",485,341,221,340,354,194
"105369448",0,0,0,1,0,0
"53942",4,3,4,5,1,2
"105369456",1,0,0,0,0,1
"100128386",7,8,3,12,8,7
"143872",334,200,131,273,309,155
"109616988",0,0,0,0,1,0
"5241",1,0,0,2,0,0
"7225",18,10,7,13,4,6
"253935",0,0,1,2,5,0
"57562",357,237,156,175,221,96
"85016",208,168,87,158,163,72
"10413",2841,1835,1360,2021,2396,1379
"105369460",1,5,3,0,0,3
"330",1250,828,647,2657,2851,1553
"329",1764,1169,797,2108,2343,1210
"114908",11211,7515,5098,7723,8335,4668
"101928424",28,13,6,29,29,31
"4316",1666,1139,844,989,1075,571
"9313",0,0,0,1,0,2
"101928477",1,0,0,0,4,2
"4319",0,3,3,6,9,1
"100288077",0,1,0,4,6,1
"4312",1,1,1,4,2,1
"4314",0,0,0,7,0,2
"4321",0,1,0,0,0,0
"4322",0,0,0,7,12,7
"84259",1606,1080,772,976,1208,631
"79659",486,316,235,323,332,178
"105369463",1,0,0,0,0,0
"102723862",1,0,2,0,0,1
"105369464",6,3,7,3,5,1
"80310",842,461,352,359,406,212
"414301",2,1,0,0,2,1
"643733",0,2,0,2,0,2
"837",322,256,179,603,670,399
"838",0,0,0,0,1,0
"834",26,15,9,328,403,202
"114769",0,1,0,23,18,6
"440068",0,0,0,5,5,1
"2893",1,0,1,6,5,3
"84437",755,445,343,643,741,397
"143879",199,134,108,132,138,93
"60496",1620,1159,776,1247,1143,613
"105369473",0,0,0,1,1,0
"105369474",0,0,0,1,0,0
"2977",58,32,24,30,33,15
"112268081",0,0,0,0,1,0
"105369477",50,20,30,35,37,23
"143884",521,387,282,348,396,232
"91801",331,214,190,194,242,145
"55531",4,3,4,6,3,2
"6588",2,1,1,3,4,5
"54733",1767,1062,785,1022,1206,685
"54734",28,13,5,27,27,14
"8065",1122,826,544,834,889,470
"38",2505,1704,1290,1427,1708,907
"4863",469,282,230,333,306,178
"472",1549,879,662,1073,1138,614
"160140",62,28,11,32,36,20
"143888",593,353,279,397,370,232
"112267909",3,1,2,9,18,6
"23086",15,4,11,16,22,5
"1662",1801,1286,869,1273,1405,773
"399947",2,2,2,5,1,4
"105369484",1,1,4,5,1,0
"85463",388,225,184,502,531,307
"5962",10499,6831,4924,5015,5574,3050
"105369486",79,61,36,33,41,11
"107984385",3,1,2,1,1,1
"2230",1339,945,643,699,972,526
"57569",14,3,5,12,10,3
"105369490",0,0,0,1,0,1
"102723966",0,0,0,0,0,1
"399948",37,28,14,23,18,14
"120376",92,66,42,47,46,37
"105369491",0,0,1,0,0,0
"5450",1,1,0,5,4,0
"54766",1,4,0,7,12,2
"728196",1,0,0,7,17,4
"407041",0,0,0,0,0,1
"399949",0,0,0,0,2,3
"143903",123,60,42,59,50,32
"23235",1015,698,484,640,728,376
"5519",1218,957,572,911,977,477
"79796",1172,773,540,690,720,405
"91893",119,73,60,62,68,32
"64776",336,244,173,209,221,136
"1410",423,346,212,306,337,144
"3316",4,3,0,2,5,4
"100528019",3,5,2,3,5,5
"91894",2,5,2,3,5,5
"85458",469,345,207,292,345,165
"1737",1895,1322,917,1156,1249,710
"120379",460,348,238,315,372,201
"55216",956,697,525,888,1025,516
"26521",1541,1302,936,1090,1392,785
"6392",2614,1896,1334,1584,1663,904
"3606",3943,2964,2079,2766,3024,1653
"107987164",0,0,0,0,0,1
"56158",2,0,1,4,0,2
"83875",348,225,164,189,217,124
"5805",1166,875,621,876,950,511
"349633",1,0,0,0,1,2
"100132686",1,0,0,0,0,1
"283140",30,23,21,18,16,9
"107984388",0,4,1,5,0,1
"107984389",1,1,2,1,1,0
"101928823",2,1,2,1,0,2
"101928847",1,0,0,0,0,0
"4684",7,7,7,18,18,10
"100288346",0,0,0,1,1,1
"54970",273,185,109,184,183,122
"255239",27,26,11,26,31,19
"1813",0,0,1,1,2,3
"107984390",0,0,0,2,1,0
"80975",3,3,6,2,7,4
"9183",821,603,396,599,611,369
"57646",1234,883,598,923,950,588
"9177",0,0,0,1,3,1
"3359",1,1,1,1,2,0
"7704",0,0,2,1,1,2
"4837",6699,5233,3616,4135,4878,2442
"101928940",0,0,0,0,0,1
"107984391",2,5,3,6,3,4
"54494",337,298,205,266,393,160
"10179",1104,844,611,1082,1243,766
"25996",3400,2492,1845,1919,2434,1342
"120406",6,5,5,5,4,9
"120400",1,0,0,0,0,0
"54827",2,0,0,0,1,0
"23705",2293,1544,1055,1443,1605,927
"105369509",1,5,0,5,3,1
