"","WT_Mock_1","WT_Mock_2","WT_Mock_3","KO_Mock_1","KO_Mock_2","KO_Mock_3","WT_ZIKV_1","WT_ZIKV_2","WT_ZIKV_3","KO_ZIKV_1","KO_ZIKV_2","KO_ZIKV_3"
"107984303",0,0,0,0,0,0,0,1,0,0,0,0
"196335",1,0,0,0,0,0,1,0,1,0,0,0
"120787",0,1,0,0,0,1,0,1,1,0,0,0
"160298",93,58,35,56,56,49,60,69,44,23,27,40
"84067",1142,769,588,754,642,889,826,886,505,676,914,693
"1262",9,7,3,4,12,16,9,11,8,7,13,8
"887",1,0,0,0,3,0,0,1,0,1,2,1
"112464",225,214,140,648,514,744,193,248,144,610,876,767
"101927825",113,95,62,276,263,370,91,105,68,335,455,375
"6609",1129,749,516,689,625,855,749,891,437,571,757,646
"322",941,640,486,592,468,730,634,742,421,425,654,508
"3263",133,86,60,15,17,19,94,77,40,32,32,29
"10612",742,499,359,368,328,463,498,594,335,364,472,379
"23647",2784,2019,1364,1754,1525,2087,2267,2679,1398,1867,2768,2172
"26515",1019,676,490,657,632,834,652,769,417,516,690,539
"144132",567,377,227,420,375,566,756,772,395,829,1094,820
"23378",1525,1117,722,1083,923,1259,1106,1395,752,1152,1543,1244
"3611",2525,1817,1354,1702,1397,2065,2053,2354,1299,1692,2429,1944
"6881",6171,4725,3048,4159,3196,5421,4146,4867,2642,3341,4429,3725
"1200",3966,2444,1692,2426,2324,3257,2418,2493,1404,1347,2085,1558
"8642",25,18,12,3,3,11,137,140,76,117,168,119
"63875",5063,4055,2840,3161,2659,3748,4857,5700,2907,2080,2935,2371
"387751",1,3,2,0,1,1,6,4,1,4,0,1
"338755",2,0,0,0,0,0,0,0,0,0,0,0
"144124",0,0,0,0,0,0,0,0,0,0,0,1
"341276",1,1,0,2,0,1,0,0,1,0,0,0
"107984019",9,7,5,7,5,8,8,8,5,3,4,10
"7762",83,40,37,47,35,55,51,47,28,33,33,32
"102724711",15,5,1,7,6,6,2,2,3,2,6,9
"7761",83,46,28,47,44,54,67,80,37,60,93,80
"338323",0,1,1,0,2,1,3,0,0,0,0,0
"27288",0,0,0,0,0,0,1,0,0,0,0,0
"143425",18,10,11,2,2,0,12,6,2,0,3,1
"100506258",11,9,4,3,4,6,6,8,0,13,8,4
"283298",16,13,9,1,4,4,20,14,6,6,3,8
"8495",1311,826,585,521,465,622,720,727,418,219,319,311
"105376535",0,0,0,0,1,0,1,1,0,0,0,0
"51700",80,68,37,22,13,23,48,40,32,10,16,19
"341277",0,0,0,2,0,1,1,1,0,0,1,0
"105376533",0,0,0,0,0,1,0,1,0,0,0,1
"283299",0,0,0,5,3,2,7,3,1,3,5,3
"107984307",0,0,0,0,0,0,0,0,0,1,0,0
"338322",0,0,0,0,0,0,0,2,0,0,0,0
"8665",4601,3459,2548,4112,3530,4957,2896,3394,1949,2308,3389,2742
"103581031",0,0,3,0,0,0,2,0,0,0,0,0
"7275",608,395,304,341,338,529,403,431,256,168,237,225
"79608",658,423,298,231,211,293,501,566,276,164,209,207
"101927936",0,0,0,0,0,0,2,1,2,1,1,3
"4004",73,61,40,39,34,39,27,47,21,38,48,41
"105376536",14,7,2,4,6,7,3,5,5,7,9,6
"65975",175,129,81,168,113,195,97,114,60,104,171,118
"9866",4607,3587,2506,3998,3488,4767,2635,3296,1885,2164,3270,2522
"6157",14718,11665,8219,12872,10483,14543,9341,11162,6465,6564,9963,8240
"619562",48,17,23,22,18,22,37,42,15,14,23,19
"677826",25,11,7,11,8,10,18,39,22,8,16,14
"6764",588,462,305,541,482,671,397,459,241,385,530,429
"107984308",15,17,5,7,3,4,3,6,2,3,1,4
"102724784",0,0,0,3,1,0,0,0,0,1,0,3
"56672",1392,1173,742,997,787,1084,1008,1282,718,696,930,759
"56673",14,10,5,10,17,17,9,13,7,4,8,10
"56676",0,2,3,4,1,0,1,3,1,1,0,0
"56674",1982,1385,935,1164,945,1344,1277,1419,828,695,1033,836
"493900",276,189,146,151,135,172,220,242,148,132,200,155
"56675",31,22,15,28,18,26,31,44,28,38,64,66
"105376541",2,1,1,0,1,4,2,3,3,4,4,0
"57758",13,6,8,15,14,25,29,34,16,31,28,23
"100847015",0,1,0,0,0,0,2,1,0,0,0,1
"283102",1,0,1,4,1,1,2,5,0,0,2,0
"105376542",8,3,2,4,1,9,10,13,5,2,8,6
"23258",1922,1306,975,1316,1152,1679,2285,2309,1371,1783,2519,1992
"100189370",0,1,0,0,0,0,0,3,0,1,0,0
"440026",2375,1532,1114,1250,1100,1524,1709,1990,1057,1430,2127,1603
"10527",13324,9173,6069,7971,7360,10734,7951,9140,5143,5468,7730,6426
"677808",6,3,2,3,3,3,6,4,2,3,2,0
"644656",93,95,35,68,73,103,590,587,317,272,324,266
"7702",615,460,287,349,365,422,404,493,328,193,339,265
"7465",1222,817,549,954,714,1289,841,833,515,711,929,751
"23075",1512,943,695,853,788,1137,1163,1287,644,983,1300,1142
"440028",55,44,23,72,67,87,48,37,24,48,81,57
"283104",225,161,134,159,157,207,153,161,102,117,143,126
"81846",1149,756,515,577,576,874,774,759,489,531,689,609
"105369149",65,45,27,46,49,51,54,44,33,38,47,35
"101928008",2,2,0,0,0,0,0,3,0,2,1,2
"105376544",27,22,23,25,28,36,85,113,53,85,121,93
"133",2114,1384,1053,1784,1422,2040,4700,5043,2615,3371,4720,3744
"100130460",1,1,0,1,3,1,2,3,1,3,1,3
"272",157,108,73,101,107,143,83,71,50,91,125,99
"100463486",10,5,1,2,3,2,1,1,4,4,4,5
"100616263",2,1,1,1,1,0,0,1,1,0,2,1
"50862",1457,1079,760,533,512,745,785,871,535,347,469,446
"100129827",1,2,1,0,1,1,1,0,0,3,3,2
"10894",0,0,0,0,0,0,1,0,0,0,0,0
"10335",6,3,5,2,4,4,9,1,1,4,14,10
"9646",3201,2150,1439,1771,1634,2258,2153,2400,1305,1579,2210,1737
"1982",43922,31392,21709,24738,21678,31452,28502,28878,16962,16271,22637,18605
"692223",14,12,5,5,7,17,9,10,5,7,9,13
"101928053",9,6,6,8,10,10,78,87,34,49,75,57
"58486",2695,1816,1282,1348,1179,1829,2279,2421,1304,1344,1838,1495
"729013",335,201,166,104,79,121,300,300,182,110,182,141
"107984309",1,0,1,0,0,0,9,12,5,4,13,7
"105379882",18,24,13,7,11,14,135,207,111,102,126,81
"105376550",0,0,1,1,0,0,4,3,3,6,2,11
"105376548",0,0,0,0,0,0,0,1,0,0,0,0
"374378",817,511,389,1041,993,1375,432,545,276,713,970,770
"283106",369,218,152,207,176,234,244,210,116,104,163,133
"107983976",0,3,1,2,5,5,2,1,3,2,1,6
"105376553",0,2,0,0,0,0,0,0,0,1,0,0
"102465870",0,0,0,1,0,0,0,0,0,0,1,1
"107984311",14,7,8,6,6,11,15,16,14,9,9,12
"55031",3085,1906,1403,1553,1288,2019,2397,2510,1329,2043,2678,2252
"27122",667,437,281,342,306,451,649,659,419,318,376,338
"105376554",1,0,2,0,0,0,0,2,0,1,3,1
"9645",2357,1700,1269,1116,1140,1519,1562,1677,969,1729,2280,2051
"102466906",0,0,0,1,1,0,1,1,0,1,1,1
"55742",3058,2024,1461,1972,1803,2485,1832,2049,1186,1345,2086,1668
"105376556",0,0,0,0,0,0,1,0,0,0,0,1
"7003",7492,4830,3448,3983,3680,5495,5246,5625,3258,3924,5274,4341
"107984313",7,4,4,7,4,3,3,7,2,1,5,1
"100506305",3,1,2,4,4,2,4,7,1,4,7,12
"105376557",10,9,1,16,21,12,12,1,2,13,15,12
"644943",245,161,112,883,769,1042,216,232,133,782,1196,1023
"406",890,580,454,669,494,747,707,734,425,872,1137,925
"84280",1437,947,707,938,745,1196,1043,1196,661,967,1380,1190
"84188",2975,1984,1432,1957,1661,2560,2205,2273,1174,1529,2040,1587
"101928132",0,0,0,0,0,0,0,0,1,0,0,0
"10418",9,6,10,7,13,13,29,33,23,55,49,43
"22800",1035,781,550,1008,763,1285,1224,1441,834,1769,2062,1868
"1315",7142,4647,3343,4005,3412,5082,5351,5177,2911,3121,4557,3704
"5682",5680,4155,3013,3861,3336,4657,3943,4422,2376,2391,3475,2816
"5140",393,224,143,488,400,685,155,215,122,223,326,274
"107984315",0,0,0,0,0,0,0,0,0,1,1,2
"120227",744,410,287,377,325,535,434,451,241,303,428,320
"796",11,6,6,0,0,0,4,6,8,1,2,0
"797",31,27,18,7,9,16,43,51,22,21,18,11
"387755",5,7,5,0,2,2,26,30,24,8,10,9
"105376569",1,0,0,0,0,0,5,13,2,11,13,5
"105376567",0,0,0,0,0,0,1,0,0,0,0,0
"55553",55,50,45,2,3,5,36,39,14,9,16,8
"102464826",4,1,0,0,1,0,2,1,0,0,0,0
"105376571",0,0,0,0,0,1,0,0,0,0,0,0
"10944",9304,6766,4827,6379,5177,7674,6108,7271,4107,4469,6176,5290
"144100",1312,902,596,552,558,756,1128,1089,638,488,697,549
"109623465",0,0,0,0,1,0,2,1,0,0,1,0
"10819",47,57,19,17,9,19,39,36,20,11,13,15
"6207",11158,8608,6125,9076,7576,10487,7547,8444,4558,4741,7197,6012
"26822",76,58,38,40,51,63,56,72,52,33,51,44
"85388",51,42,21,50,43,53,34,52,28,27,34,39
"5286",2190,1375,971,1076,951,1551,1659,1701,937,1340,1671,1248
"4925",1925,1338,833,994,866,1133,1456,1800,840,1134,1709,1271
"105376576",2,1,0,2,0,2,3,4,2,2,4,1
"374383",142,87,65,124,164,201,103,121,67,117,166,131
"3767",130,96,61,36,31,50,57,65,44,10,44,20
"6833",124,85,52,53,47,61,84,98,74,51,87,60
"10083",2580,1836,1327,4,5,58,1377,1693,805,19,26,19
"340990",3,0,0,0,0,0,1,2,1,0,0,3
"4654",0,0,0,0,0,1,2,0,0,0,1,1
"3746",10,9,4,10,14,17,21,23,11,10,24,15
"26297",483,314,222,312,204,295,277,329,206,169,258,238
"107984317",0,3,3,1,0,2,0,2,2,1,0,0
"7166",6,4,2,4,3,5,9,6,3,5,7,6
"113174",1627,1230,851,1192,1039,1457,952,1191,687,608,941,754
"117195",2,2,0,0,1,0,0,3,0,0,1,0
"494141",0,1,0,0,0,0,1,5,2,1,4,1
"100528017",0,1,1,1,1,0,1,1,2,2,0,3
"6291",0,0,0,0,0,0,0,0,1,0,1,0
"6289",0,1,1,1,1,0,12,5,2,7,3,4
"6288",4,5,6,4,9,4,13,17,6,10,13,4
"11234",1414,971,636,809,692,1042,1107,1161,667,792,1130,932
"2965",1417,1030,699,989,854,1190,1160,1212,654,1066,1423,1112
"105376577",34,28,10,27,20,36,24,21,22,16,35,31
"3939",64828,47610,32936,35446,29872,43638,36203,42529,23705,15543,22749,19105
"3948",2,2,0,1,1,4,6,4,1,3,0,3
"160287",26,16,10,8,8,20,14,23,16,11,20,14
"7251",2990,2253,1542,1528,1324,1924,1902,2424,1296,1168,1635,1339
"55293",1494,1012,702,755,646,971,1285,1558,802,845,1001,888
"112268073",12,14,10,16,6,11,17,19,10,12,15,17
"100506540",159,97,70,84,70,110,185,177,122,141,176,152
"144108",1312,888,579,717,609,911,1234,1298,748,955,1252,1020
"105376578",2,2,1,0,1,2,7,6,2,0,1,1
"144110",23,15,5,14,17,25,37,43,30,29,29,24
"283284",2,4,0,4,4,3,11,28,15,13,16,14
"84867",1,0,0,0,0,0,3,3,1,4,4,3
"117194",0,0,0,0,0,0,0,2,0,0,0,0
"54503",1415,923,678,610,559,793,1004,1035,586,471,644,537
"8048",0,0,2,0,0,6,3,0,0,1,0,0
"105376580",0,1,0,0,0,1,2,0,1,0,0,1
"79733",455,296,189,249,195,350,211,219,132,130,205,171
"89797",693,431,327,183,179,291,854,939,495,1287,1692,1160
"399876",0,0,0,0,0,0,1,0,0,0,0,0
"100126784",5,2,1,6,2,2,88,76,39,87,114,82
"100616426",0,0,0,0,0,0,0,0,0,1,0,0
"100874014",15,11,9,6,5,9,15,20,12,29,31,25
"107984418",6,5,3,6,2,1,33,49,26,82,94,85
"120237",0,0,0,0,0,0,5,5,2,1,2,4
"105376583",0,0,0,0,0,0,0,0,0,0,1,2
"10553",7317,5151,3794,4475,3745,5179,5290,5772,3135,2779,4057,3386
"10196",1680,1056,807,1108,973,1418,1159,1243,641,867,1144,988
"9152",0,0,0,0,0,0,4,2,0,1,0,0
"4745",0,0,0,0,0,0,2,1,1,0,0,0
"203859",739,452,300,196,229,387,750,741,390,242,324,258
"57084",0,0,0,0,0,0,0,1,0,1,0,0
"2188",923,642,463,431,384,560,699,760,406,271,398,304
"2620",12,3,9,4,4,8,13,6,3,7,5,4
"258010",988,697,526,483,431,652,509,634,343,349,435,364
"100500938",1,0,0,1,0,1,0,1,0,0,1,0
"105376592",0,0,0,0,1,1,0,0,0,0,1,1
"338645",1,0,1,0,0,0,3,0,0,0,0,1
"63982",3,7,3,0,0,0,5,2,4,2,1,1
"143662",0,2,0,0,0,0,2,0,0,0,0,0
"107987160",0,0,0,0,1,0,0,1,0,0,1,1
"159963",0,0,0,0,0,0,0,1,0,0,0,0
"387758",1,1,1,1,0,0,4,9,3,2,1,1
"8424",0,1,0,0,0,0,2,0,0,0,1,1
"103695435",0,0,0,1,1,1,0,2,2,0,2,0
"105376600",0,0,0,0,0,0,0,1,1,0,1,0
"105376601",42,32,26,20,20,18,21,19,14,10,15,16
"91057",1453,1185,807,884,764,1086,952,1202,598,448,591,542
"55366",8956,5365,3555,1107,983,1696,5311,5407,3110,573,799,692
"105376671",45,24,16,7,6,8,35,34,25,12,13,5
"55327",1198,905,608,765,689,1066,864,1077,545,656,898,763
"497258",208,143,98,168,147,224,202,234,119,222,305,245
"102465881",1,2,1,0,0,1,0,1,1,2,1,0
"101410541",0,1,0,0,0,0,0,0,0,0,0,0
"627",1286,928,689,1071,904,1376,1214,1474,766,1429,1912,1615
"81930",1544,1114,807,1154,957,1535,978,1027,572,731,1037,830
"693195",0,0,0,0,0,0,0,1,0,0,0,0
"196074",1052,734,534,599,536,760,734,828,440,583,743,698
"102466876",0,0,0,0,0,1,0,0,0,0,0,0
"105376602",1,3,0,5,1,1,2,4,0,1,4,0
"105376604",0,1,0,0,1,1,2,0,0,2,1,3
"105376603",6,1,4,2,6,5,4,1,3,5,8,1
"105376605",0,0,0,0,0,1,1,0,0,0,0,1
"106456574",0,0,0,0,0,0,0,1,0,0,0,0
"3739",1,0,0,0,0,1,0,0,0,0,1,0
"105376607",7,0,1,6,0,2,9,3,2,9,5,6
"120534",1106,818,544,790,637,987,950,1067,625,953,1358,1135
"102723403",0,2,0,0,0,0,0,0,0,1,0,0
"744",1,2,0,1,0,2,4,2,1,2,6,1
"105376609",0,0,0,0,0,0,0,1,0,0,1,1
"341019",120,53,37,6,8,9,52,55,36,12,14,6
"105376611",15,12,6,1,1,1,12,6,5,1,1,1
"120526",664,475,318,490,323,541,425,540,296,385,508,415
"196294",313,247,140,209,160,239,196,255,139,157,239,193
"26610",643,517,340,500,408,629,476,585,293,388,587,477
"5080",82,64,43,99,94,120,54,59,32,65,103,77
"440034",10,7,4,7,7,9,11,5,3,4,3,8
"103157000",0,0,0,0,0,0,0,1,0,3,3,1
"107984420",0,0,0,0,0,0,3,5,0,0,0,0
"100506675",0,0,0,0,0,0,0,0,0,0,0,1
"5954",16587,10638,7703,13897,11797,17038,10621,12069,6515,8183,11985,10004
"107984322",0,1,0,1,1,0,1,1,1,7,3,3
"7490",172,142,87,99,67,94,119,135,76,124,153,152
"51352",56,44,42,25,29,49,71,88,41,44,75,49
"10480",6750,5090,3524,5340,4319,6087,4985,5406,2903,3366,4741,4137
"493860",475,409,253,398,293,415,343,437,192,246,366,283
"79056",251,166,134,66,58,105,360,369,213,186,242,194
"79832",2446,1491,1081,1319,1198,1915,1476,1449,852,1073,1379,1104
"105376615",27,23,14,19,20,31,24,25,18,20,28,19
"91614",499,301,226,222,141,288,542,549,296,204,282,252
"55346",2587,1667,1166,963,942,1370,1576,1741,987,859,1194,969
"283267",720,484,344,239,232,332,365,445,238,160,244,175
"1479",2792,2052,1410,1718,1429,2130,3533,3564,1947,1929,2721,2220
"338739",24,24,22,54,29,61,17,23,13,26,46,40
"10114",1403,893,622,735,579,954,1581,1644,913,1436,1834,1590
"25758",88,52,41,37,42,66,47,58,32,49,50,66
"105376617",9,4,3,3,3,4,18,21,13,8,23,15
"100131378",32,24,16,10,18,10,55,53,26,59,68,56
"966",9598,6736,4543,4592,3857,5880,5672,6544,3474,2991,4229,3677
"26273",1148,730,551,495,385,622,730,817,462,425,577,423
"101928440",0,0,0,0,0,0,2,0,0,0,0,0
"105376619",0,0,0,0,0,0,1,0,0,0,0,0
"105376620",0,0,1,0,0,0,5,1,1,1,0,7
"4005",14,9,5,7,2,8,278,304,181,28,52,38
"105376621",0,0,0,0,0,0,1,0,0,0,0,0
"101929918",328,206,152,193,208,266,223,217,150,139,200,173
"4076",11636,7723,5467,7491,6744,9731,7936,8172,4767,4517,6312,5229
"55226",3976,2608,1851,2681,2460,3510,2417,2711,1572,1563,2199,1865
"25841",1394,1055,749,863,780,1158,2286,2255,1327,1924,2660,2316
"105376622",0,1,0,0,0,0,2,0,0,0,1,0
"847",3405,2467,1681,1415,1262,1835,1746,1905,1092,673,976,848
"2001",3,0,1,0,0,2,0,0,0,0,0,0
"105376623",0,0,0,0,0,0,0,0,0,1,0,0
"26298",1089,744,513,725,688,973,731,724,384,334,592,419
"102723568",0,0,0,0,0,1,3,1,0,4,6,0
"105376624",1,0,2,3,4,2,2,4,1,2,1,3
"51074",1341,954,681,881,750,1053,823,929,474,545,769,628
"8050",2172,1408,1023,1218,1016,1561,1428,1563,843,965,1392,1175
"105376626",23,11,10,11,8,23,29,20,14,20,19,17
"105376627",0,0,0,4,1,0,1,0,1,0,1,1
"100507144",16,14,3,6,10,6,17,21,11,16,19,8
"960",17189,11175,7823,13537,12777,17884,10416,11013,6040,7469,10858,9010
"109623487",0,0,0,0,0,0,0,1,0,0,0,0
"6506",111,57,31,8,8,12,33,37,21,20,18,10
"107984324",0,0,1,0,0,0,0,0,0,0,0,0
"25891",0,0,0,2,3,3,0,1,0,11,20,7
"24147",899,601,411,1749,1418,2309,1170,1276,730,2126,2742,2396
"54765",4510,3096,2231,3365,2932,4364,4538,4911,2715,2781,3906,3212
"143458",522,362,233,438,414,517,266,326,195,220,304,262
"101928510",2,0,1,0,0,2,0,0,0,0,0,0
"29099",825,587,438,582,502,679,466,510,248,300,400,301
"79899",292,187,139,101,67,107,146,167,92,58,77,52
"7189",476,280,224,268,219,324,490,471,306,389,519,441
"5896",17,10,7,8,10,6,17,18,16,13,16,6
"5897",7,5,1,7,3,3,5,6,3,4,2,4
"119710",464,378,284,277,234,350,286,356,197,196,232,238
"107984325",2,1,0,1,0,3,2,0,1,0,1,0
"105376634",0,3,1,9,9,23,2,5,0,19,28,16
"103312105",0,0,0,0,0,0,0,1,0,0,0,0
"57689",0,0,0,0,0,1,2,6,6,4,2,3
"101928591",0,0,0,0,0,0,0,0,1,0,0,0
"105376641",0,0,0,0,0,0,0,0,0,0,1,0
"399881",0,0,0,0,0,0,0,0,1,0,0,0
"8539",6267,4238,2900,3624,3143,4723,3751,4151,2421,2481,3304,2808
"55761",3283,2056,1408,1870,1689,2440,2236,2638,1437,1495,2149,1721
"51144",4301,2777,1985,2191,1899,2838,2643,3137,1581,1859,2605,2119
"107984328",530,338,220,276,243,323,261,377,175,232,305,246
"105376644",0,1,0,3,0,1,0,1,0,0,0,0
"221120",367,305,190,274,211,309,331,328,198,297,341,313
"729799",29,15,21,12,20,29,18,27,19,20,32,26
"100507300",13,8,6,6,7,8,6,7,8,8,4,4
"387763",0,1,1,1,2,1,12,11,11,11,14,10
"390110",0,0,0,0,0,0,1,0,0,0,0,0
"84680",689,472,366,402,409,589,561,634,342,320,484,382
"2132",6500,4172,2947,3560,3229,4673,3590,3992,2169,1901,2920,2300
"60529",809,541,388,260,240,366,344,441,232,117,199,152
"105376646",0,0,0,0,0,0,0,1,0,0,0,0
"3732",262,202,114,83,65,84,139,151,83,78,114,86
"105376647",2,3,0,0,0,0,3,0,0,0,0,1
"90139",262,167,136,213,184,247,99,118,80,95,154,123
"9537",2195,1631,1059,479,492,724,1412,1527,822,301,457,408
"56981",331,207,129,231,233,287,217,243,117,166,251,217
"105376652",16,8,10,4,7,4,11,12,12,3,5,6
"57586",2905,1835,1312,217,198,321,1992,2368,1235,111,200,181
"101928812",19,15,13,2,3,10,30,35,19,4,7,6
"399886",0,0,0,0,0,0,0,0,0,0,0,1
"105376654",0,0,0,0,0,0,0,0,1,0,0,0
"105376656",0,0,0,0,0,0,0,0,0,0,1,0
"8534",24,20,18,14,13,9,18,22,16,13,20,18
"374387",2,1,2,0,1,0,3,0,2,0,0,0
"55343",1446,1046,754,867,771,1080,928,1077,608,524,793,670
"1408",306,198,154,165,150,249,301,307,176,215,347,292
"9479",613,449,334,307,264,396,384,522,298,231,306,263
"143678",14,10,4,11,16,13,26,25,8,12,17,20
"9409",730,594,433,482,424,661,713,879,441,679,929,751
"120071",96,62,49,41,38,59,39,53,17,16,20,15
"51317",1324,898,645,864,811,1085,1337,1413,820,1096,1563,1184
"105376661",3,1,1,1,1,1,19,12,2,6,5,7
"101928894",0,0,0,0,1,0,1,1,0,1,2,1
"105376662",0,0,0,0,0,0,1,2,0,3,0,1
"101928919",2,2,1,1,0,0,0,0,1,0,1,0
"90993",119,66,45,52,48,63,84,78,49,49,52,61
"8525",1932,1419,935,1436,1107,1732,1470,1525,921,1078,1416,1213
"100616368",0,0,1,0,0,1,1,0,0,1,0,1
"4192",105,74,58,156,141,183,282,264,118,155,200,160
"1132",14,5,5,14,18,16,13,16,15,15,41,27
"55626",1431,1047,765,885,782,1195,1645,1896,1043,1244,1761,1404
"283254",350,252,153,222,208,252,271,355,215,219,305,258
"9776",1884,1195,857,1144,1009,1401,1611,1606,905,968,1311,1121
"392",2532,1681,1250,1530,1413,1980,1527,1709,925,967,1438,1129
"79797",630,449,328,490,403,628,711,763,388,731,1110,839
"2147",327,218,146,18,14,19,166,203,112,11,16,17
"9793",8414,5324,3863,5169,4736,6697,4817,4838,2945,2970,4340,3572
"100847020",1,0,0,0,1,0,2,0,0,1,1,0
"692108",11,11,5,7,5,15,9,10,4,2,7,7
"100507401",56,30,19,33,31,46,26,35,14,19,23,24
"4038",1140,730,457,710,729,1018,565,639,416,392,537,466
"79096",1141,854,601,673,572,806,766,848,479,455,698,530
"84364",2256,1593,1164,1763,1553,2136,1973,2278,1239,1903,2682,2230
"29763",1170,931,639,1258,1091,1509,611,723,370,845,1158,979
"102466726",0,0,0,1,0,1,0,2,1,0,0,1
"1643",1570,1134,897,1400,1190,1620,1255,1478,767,1105,1806,1321
"53",1641,1117,773,916,868,1180,1314,1432,782,767,1201,945
"10062",1148,862,617,694,540,725,661,855,469,427,663,569
"8567",2531,1650,1180,1464,1335,1773,1816,1904,1078,1145,1640,1359
"101928943",3,1,1,1,0,1,2,4,0,1,2,2
"4607",7,4,4,0,1,2,8,4,7,2,0,6
"6688",9,11,2,5,1,12,5,11,6,1,7,3
"91252",1477,1019,761,868,785,1153,1035,1143,587,583,892,699
"5702",7314,5876,4159,6172,4888,6834,4950,5856,3274,3300,4904,4182
"5913",7,10,9,13,5,20,22,19,7,23,40,29
"10658",4210,2698,1945,2559,2317,3275,3305,3831,2108,2468,3388,2806
"114971",2191,1617,1141,1456,1135,1684,1427,1786,947,868,1371,1141
"55709",765,594,423,493,445,623,490,569,348,281,449,367
"4722",2803,2391,1552,1809,1508,2079,1927,2281,1126,1117,1537,1451
"399888",0,1,2,0,0,1,0,6,5,2,0,3
"114900",8,5,9,2,5,9,11,13,3,13,4,13
"23788",4200,3272,2232,2980,2429,3468,2581,2746,1538,1503,2095,1782
"79841",101,72,38,56,50,56,199,232,119,52,99,68
"23360",2326,1526,1091,1399,1264,1815,2201,2458,1277,1902,2793,2231
"23279",2488,1519,1113,1528,1433,2052,2122,2160,1234,1158,1529,1238
"5795",3849,2412,1766,2550,2507,3565,2213,2471,1435,1669,2148,1851
"100423000",2,0,2,3,0,2,0,0,0,4,0,1
"119764",0,0,0,0,0,0,3,6,3,6,5,5
"256148",0,0,0,0,0,0,0,1,0,1,0,0
"283116",0,0,0,0,0,0,2,0,0,0,2,2
"2346",9,6,7,1,0,0,16,6,4,1,0,1
"441601",1,5,1,6,5,2,2,0,2,2,1,1
"219432",0,0,0,0,0,0,0,1,0,0,0,0
"101927120",34,20,16,40,38,43,31,19,12,33,43,29
"105369310",2,2,0,6,3,1,5,9,5,3,5,7
"105369309",1,0,1,1,0,0,0,0,1,1,1,0
"219527",1,0,1,1,1,3,0,0,0,0,1,2
"187",4,2,4,8,6,7,4,5,2,3,0,3
"107984364",0,0,2,1,0,0,0,0,0,0,0,0
"85456",6744,4533,3166,4354,4022,5293,5347,5826,3230,4858,6892,5529
"6749",15486,11411,8005,12550,10323,14809,9284,10785,6112,6374,9251,8119
"5024",1,5,2,0,1,2,8,6,3,3,2,4
"5553",0,0,2,0,0,1,1,4,1,0,0,1
"29015",5,2,6,7,4,20,5,5,5,11,5,6
"349667",2026,1311,826,357,322,534,827,1010,546,118,164,157
"8501",151,80,77,175,157,255,62,73,49,84,112,86
"26519",1946,1604,954,1326,1178,1627,1577,1918,932,901,1314,1088
"219537",15,15,3,2,0,2,251,276,142,39,62,58
"9246",1155,919,633,615,497,598,8342,9440,5157,1187,1783,1503
"710",3,9,8,5,0,7,95,88,59,12,19,18
"406919",1,0,0,0,0,1,1,0,2,0,0,0
"219539",24,19,8,13,10,15,61,54,32,48,52,35
"10978",861,641,431,621,488,711,718,805,404,405,640,515
"25921",5901,3775,2817,3603,3268,4803,2935,3756,2234,2032,3045,2442
"219541",807,695,449,587,569,723,603,823,409,561,862,680
"100528016",5332,3386,2525,3230,3129,4459,3144,3566,2084,2185,3063,2542
"51075",6356,4405,3082,4193,3523,5131,3543,3972,2273,2301,3526,2842
"280636",2647,2058,1317,1669,1403,1937,1962,2339,1121,1224,1796,1380
"643376",11,5,7,9,4,12,15,21,11,9,10,9
"1500",4403,2752,2050,2667,2615,3716,2714,3013,1786,1862,2583,2167
"219960",0,0,0,0,0,0,0,1,0,1,0,0
"390190",0,0,0,0,0,0,0,0,1,1,0,0
"390191",0,0,0,0,0,0,1,0,0,0,0,0
"105369313",6,1,2,0,0,1,7,7,7,6,8,4
"9404",163,109,72,97,101,144,303,284,162,279,427,325
"80829",3037,2050,1474,1902,1641,2447,1951,2145,1238,1575,2118,1732
"386607",461,278,231,293,291,376,320,330,204,257,356,288
"1270",26,19,10,17,19,19,17,14,14,16,26,17
"10249",0,0,0,0,0,0,0,2,1,0,0,0
"219970",4,7,5,5,2,1,7,5,2,1,0,1
"92292",3,2,2,1,1,0,3,2,3,2,0,1
"283194",0,0,0,2,1,0,0,0,0,0,1,0
"100287520",0,0,1,0,0,1,0,1,1,0,0,1
"105369315",21,14,14,5,9,11,15,24,11,6,3,17
"374393",1572,1092,746,1038,812,1319,874,1018,556,483,663,603
"101927204",85,35,37,53,41,52,123,153,60,96,131,102
"63901",2128,1403,983,1247,1081,1647,2722,3079,1529,1217,1719,1398
"23220",1090,658,573,168,146,255,499,585,350,83,119,105
"219972",2,0,1,0,0,0,0,1,0,0,0,0
"102723575",23,22,10,14,4,10,19,20,7,22,18,14
"100188993",3,5,5,1,1,2,4,3,3,1,6,3
"100189283",1,1,2,0,1,1,1,1,0,0,1,1
"100189115",0,2,0,1,0,0,1,2,0,0,3,0
"100189240",2,0,0,0,0,1,0,1,2,0,3,0
"100189238",3,2,3,3,1,2,3,6,1,2,0,0
"100189415",7,1,2,0,1,1,5,3,3,3,2,2
"105369317",3,13,5,8,3,8,35,29,12,28,20,18
"100009605",0,0,0,0,0,1,0,0,1,0,0,0
